bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,avg_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
269905,Jokes de Papa: version Sucrée,2017.0,,,Marjorie Gros,Gigamic,2.0,12.0,2.0,12.0,2.0,12.0,8.0,,20.0,40.0,30.0,"Humor, Party Game","Acting, Cooperative Game",1.0,,,,238102,,,5.0,5.9,0.489898,,1.0,,,,,,,
269907,Mission Calaveras,2019.0,,Henri Kermarrec,Philippe Auger,Gigamic,3.0,6.0,3.0,6.0,3.0,6.0,12.0,,25.0,25.0,25.0,,,,,,,,,,25.0,6.1,1.59374,,3.0,,,,,,,
269913,Cassiopeia,2019.0,,Nikolay Pegasov,"Maria Larikova, Alexander Shaldin, T. E. Sulien, Uildrim","Hobby World, Kobold Spieleverlag",2.0,5.0,2.0,5.0,2.0,5.0,12.0,,30.0,45.0,37.5,"Economic, Space Exploration","Hand Management, Stock Holding, Take That, Variable Phase Order",,,,Crowdfunding: Spieleschmiede,,,19553.0,77.0,5.62234,1.51586,5.50362,1.4,,,,,,,
269917,Bahamas,2019.0,,Nicolas Normandon,Pierô,"Matagot, Tranjis Games",4.0,8.0,4.0,8.0,4.0,8.0,10.0,,30.0,45.0,37.5,"Bluffing, Card Game, Dice","Dice Rolling, Open Drafting",,,,Components: Dice with Icons,,,7533.0,292.0,6.42354,1.49735,5.60915,1.25,,,,,,,
269936,De Bello Galactico,2019.0,,"Tobias Gohrbandt, Heiko Günther",Heiko Günther,(Web published),3.0,5.0,3.0,5.0,3.0,5.0,12.0,,45.0,90.0,67.5,"Civilization, Science Fiction, Space Exploration, Wargame","Action Drafting, Action Points, Action/Event, Advantage Token, Auction: Turn Order Until Pass, Events, Income, Ownership, Sudden Death Ending, Tech Trees / Tech Tracks, Turn Order: Pass Order, Variable Phase Order, Variable Player Powers, Variable Set-up, Voting",,,,"Creatures: Aliens / Extraterrestrials, Mechanism: 4X",,,,5.0,6.8,2.92575,,2.6667,,,,,,,
269967,EXIT: Das Spiel – Die Känguru-Eskapaden,2019.0,,"Inka Brand, Markus Brand, Marc-Uwe Kling",Alexander Klein,KOSMOS,1.0,4.0,1.0,4.0,1.0,4.0,12.0,,45.0,90.0,67.5,"Deduction, Novel-based",Cooperative Game,1.0,,,"Books: The Kangaroo Chronicles, Category: Escape Room Games, Series: Exit – The Game",,,3971.0,535.0,6.93632,1.79571,5.81825,2.3571,,,,,,,
269968,Exit: The Game – The Haunted Roller Coaster,2019.0,"Thematic, Family Game","Inka Brand, Markus Brand","Inka Brand, Markus Brand, Silvia Christoph, Martin Hoffmann, Michaela Kienle","KOSMOS, 999 Games, Devir, Dino Toys s. r. o., Giochi Uniti, Group SNE, IELLO, Spilbræt.dk, Zvezda",1.0,4.0,1.0,4.0,1.0,4.0,10.0,,45.0,90.0,67.5,Deduction,"Cooperative Game, Real-Time",1.0,,,"Category: Escape Room Games, Series: Exit – The Game",,,1753.0,1599.0,7.16097,1.28735,6.25012,2.04,,,,,,,
269970,Quiztopia,2019.0,,Marc-Uwe Kling,,KOSMOS,1.0,6.0,1.0,6.0,1.0,6.0,16.0,,45.0,45.0,45.0,"Party Game, Trivia",Cooperative Game,1.0,,,,,,9216.0,123.0,6.80488,1.48493,5.57551,1.5,,,,,,,
269971,Ubongo: 3-D Family,2019.0,,Grzegorz Rejchtman,"Karl-Otto Homes, Nicolas Neubauer, Bernd Wagenfeld","Egmont Polska, Korea Boardgames Co., Ltd., KOSMOS, Swan Panasia Co., Ltd.",1.0,4.0,1.0,4.0,1.0,4.0,8.0,,25.0,25.0,25.0,Puzzle,"Grid Coverage, Pattern Building",,,,"Components: Gems/Crystals, Components: Sand Timers, Game: Ubongo",,,8071.0,128.0,7.15852,1.0982,5.59726,1.75,,,,,,,
269980,Catan: Big Box,2019.0,,Klaus Teuber,"Michaela Kienle, Michael Menzel","999 Games, Asmodee, Giochi Uniti, KOSMOS, Swan Panasia Co., Ltd.",1.0,6.0,1.0,6.0,1.0,6.0,10.0,,75.0,75.0,75.0,"Civilization, Negotiation","Dice Rolling, Hand Management, Modular Board, Network and Route Building, Trading",,1.0,"13,27710,131362,131958,86669,2807,132481","Game: Catan, Islands: Fictional, Series: Catan Geographies, Series: Catan Scenarios, Versions & Editions: Big Box Versions of Individual Games",,,,113.0,7.71771,1.22093,5.59496,2.0,,,,,,,
269982,More Game of Quotes: Neue Verrückte Zitate,2019.0,,"Marc-Uwe Kling, Johannes Krenner, Martin Pflieger","Bluguy Grafikdesign, Roman Klein",KOSMOS,3.0,6.0,3.0,6.0,3.0,6.0,16.0,,25.0,25.0,25.0,"Humor, Party Game",Player Judge,,,,Books: The Kangaroo Chronicles,,218824,15019.0,43.0,6.74419,1.37558,5.5245,2.0,,,,,,,
269984,Die drei ??? Kids: Auf Verbrecherjagd,2019.0,,"Heinz Meister, Jan Saße",,KOSMOS,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,15.0,15.0,15.0,Deduction,Cooperative Game,1.0,,,Books: The Three Investigators,,,,11.0,6.54545,0.78203,,1.3333,,,,,,,
270002,In Her Majesty's Name: The Rise of Akhenaton,2019.0,,Mark Byng,"Mark Byng, Caroline Gallagher",(Looking for a publisher),2.0,6.0,2.0,6.0,2.0,6.0,14.0,,90.0,120.0,105.0,Science Fiction,"Dice Rolling, Point to Point Movement",,,,"Admin: Upcoming Releases, Theme: Steampunk",,,,3.0,9.66667,0.471405,,3.0,,,,,,,
270009,Istanbul or Constantinople?,2019.0,,"Cecilia ""CC"" Hyland, Eric Hyland",Jesse Gillespie,Concrete Canoe Games,1.0,4.0,1.0,4.0,1.0,4.0,12.0,,10.0,20.0,15.0,Math,Hand Management,,,,Series: F.L.O.A.T.,,,,17.0,6.47059,2.45231,,1.0,,,,,,,
270061,Canine Kleptomaniacs,2020.0,,,,Golden Ginty Games Ltd.,2.0,5.0,2.0,5.0,2.0,5.0,7.0,,20.0,30.0,25.0,"Animals, Card Game, Collectible Components","Dice Rolling, Hand Management, Set Collection, Trading",,,,"Crowdfunding: Kickstarter, Misc: LongPack Games",,,,18.0,6.35,1.62079,,1.25,,,,,,,
270063,Paraphrase: Songs In Other Words,2023.0,,Rachel Palmer,,"Flatworks Gaming, LLC.",2.0,99.0,2.0,99.0,2.0,99.0,13.0,,15.0,30.0,22.5,"Card Game, Music, Party Game, Trivia","Action Timer, Singing, Targeted Clues, Team-Based Game",,,,Admin: Upcoming Releases,,,,15.0,7.31213,2.79669,,1.0,,,,,,,
270070,Medieval Traders,2021.0,,Jason Mulligan,Jason Mulligan,Mundus Games,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,40.0,60.0,50.0,Medieval,"Pick-up and Deliver, Point to Point Movement, Trading",,,,Admin: Upcoming Releases,,,,1.0,9.0,,,2.0,,,,,,,
270109,Iwari,2020.0,"Abstract Game, Strategy Game",Michael Schacht,Matthew Mizak,"ThunderGryph Games, GateOnGames, TCG Factory",2.0,5.0,2.0,5.0,3.0,4.0,14.0,,45.0,45.0,45.0,"Abstract Strategy, Fantasy","Area Majority / Influence, Cooperative Game, Hand Management, Network and Route Building, Open Drafting, Solo / Solitaire Game",1.0,,,"Components: Official Music Soundtrack, Crowdfunding: Kickstarter, Digital Implementations: Board Game Arena, Digital Implementations: Tabletopia, Series: 30 Journeys (Thundergryph), Series: Web of Power / China","18100,153625,491",,1623.0,1827.0,7.14584,1.25303,6.29107,2.1452,,,,,,,
270110,Pennsylvania Railroad,2019.0,,John Bohrer,,Winsome Games,3.0,6.0,3.0,6.0,3.0,6.0,21.0,,90.0,150.0,120.0,"Economic, Trains, Transportation","Auction/Bidding, Stock Holding, Tile Placement",,,,"Series: Cube Rails, Series: Winsome Essen Sets",97683,,11798.0,34.0,8.03088,0.982495,5.54388,3.0,,,,,,,
270113,Deckscape: Demo,2017.0,,"Martino Chiacchiera, Silvano Sorrentino",Alberto Bontempi,"ABACUSSPIELE, DV Games, Mercurio",1.0,6.0,1.0,6.0,1.0,6.0,12.0,,10.0,10.0,10.0,"Card Game, Puzzle","Cooperative Game, Memory",1.0,,,"Category: Escape Room Games, Digital Implementations: Tabletopia, Players: Games with Solitaire Rules, Promotional: Dized, Series: Deckscape (dV Giochi)",,,12525.0,76.0,6.47368,1.05411,5.53867,1.4,,,,,,,
270131,KLASK 4,2019.0,,Mikkel Bertelsen,Mikkel Bertelsen,"Competo / Marektoy, Boardgame Space, Game Factory, Lord of Boards",4.0,4.0,4.0,4.0,4.0,4.0,8.0,,10.0,10.0,10.0,Action / Dexterity,Slide/Push,,,,"Components: Magnets, Theme: Science",165722,,3816.0,399.0,7.43913,1.37078,5.83438,1.0,,,,,,,
270133,Sumo Slam!,2019.0,,,,"Ridley's Games, Game Factory",2.0,8.0,2.0,8.0,2.0,8.0,7.0,,15.0,15.0,15.0,Action / Dexterity,,,,,,,,18638.0,69.0,5.87971,2.01304,5.50799,1.0,,,,,,,
270135,Purzelbaum,2019.0,,"Harald Fecher, Thomas Liesching",Doris Matthäus,Zoch Verlag,2.0,4.0,2.0,4.0,2.0,4.0,4.0,,15.0,20.0,17.5,"Action / Dexterity, Animals, Children's Game",Memory,,,,,,,,29.0,7.02414,1.03845,,1.0,,,,,,,
270137,Rück's raus!,2019.0,,Antonin Boccara,Alexander Jung,Zoch Verlag,3.0,5.0,3.0,5.0,3.0,5.0,8.0,,10.0,10.0,10.0,"Bluffing, Card Game","Betting and Bluffing, Simultaneous Action Selection",,,,,,,18605.0,30.0,5.97667,1.22002,5.50771,1.0,,,,,,,
270138,Terror Below,2019.0,Thematic,Mike Elliott,Eric Hibbeler,"Renegade Game Studios, Origames, Schwerkraft-Verlag",1.0,5.0,1.0,4.0,4.0,4.0,10.0,,45.0,60.0,52.5,"Horror, Science Fiction","Action Points, Dice Rolling, Grid Movement, Pick-up and Deliver, Variable Player Powers",,,,Crowdfunding: Kickstarter,,,2692.0,1438.0,6.73855,1.41966,6.004,1.8974,,,,,,,
270140,Go Gecko Go!,2019.0,Children's Game,Jürgen Adams,Gabriela Silveira,Zoch Verlag,2.0,4.0,2.0,4.0,2.0,4.0,6.0,,20.0,20.0,20.0,"Animals, Dice, Racing","Dice Rolling, Map Deformation, Race, Roll / Spin and Move",,,,Components: 3-Dimensional (3D),,,11390.0,106.0,6.38585,1.37164,5.54762,2.2,,,,,,,
270142,The Big Movie Quiz,2018.0,,,,Professor Puzzle Games,2.0,99.0,2.0,99.0,2.0,99.0,12.0,,60.0,120.0,90.0,"Movies / TV / Radio theme, Trivia",,,,,,,,,13.0,3.28846,2.32016,,1.0,,,,,,,
270143,Kōhaku,2020.0,Family Game,Danny Devine,Danny Devine,"Gold Seal Games, 25th Century Games, Nasza Księgarnia",1.0,4.0,1.0,4.0,1.0,4.0,10.0,,30.0,45.0,37.5,"Abstract Strategy, Animals","Open Drafting, Solo / Solitaire Game, Square Grid, Tile Placement",,,,"Animals: Butterflies, Animals: Fish / Fishes, Animals: Frogs / Toads, Animals: Turtles, Crowdfunding: Kickstarter, Digital Implementations: TableTop Simulator Mod (TTS), Players: Games with Solitaire Rules, Theme: Flowers, Theme: Nature",,,2556.0,664.0,7.6909,1.15205,6.0376,1.6316,,,,,,,
270144,The War: The Pacific 1941-45,2021.0,War Game,Ernie Copley,Mark Mahaffey,Compass Games,1.0,2.0,1.0,2.0,1.0,2.0,,,90.0,3000.0,1545.0,"Nautical, Wargame, World War II","Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control",,,,"Continents: Asia, Decades: The 1940's, Players: Wargames with Rules Supporting Only Two Players, Region: Pacific Ocean",,67084,,11.0,8.0,0.953463,,4.0,,,,,,,
270165,Conflict of Alliances: Three Kingdoms,2019.0,,Sun Wei,,Artisan of Games,2.0,4.0,2.0,4.0,2.0,4.0,,,40.0,120.0,80.0,Wargame,"Area Majority / Influence, Area Movement, Open Drafting",,,,"Country: China, History: Early Imperial China",,,,5.0,8.2,0.812404,,3.0,,,,,,,
270166,Flaming Continent: Record of the Three Kingdoms Ver. Lord,2018.0,,(Uncredited),,War Drum Games,1.0,6.0,1.0,6.0,1.0,6.0,,,60.0,240.0,150.0,"Ancient, Wargame","Area Majority / Influence, Area Movement, Simulation",,,,"Country: China, History: Early Imperial China, Theme: Romance of the Three Kingdoms",,,,16.0,2.5625,2.54874,,3.5,,,,,,,
270168,Tuki,2019.0,Family Game,Grzegorz Rejchtman,Chris Quilliams,"Next Move Games, Galápagos Jogos, Hobby Japan, Korea Boardgames Co., Ltd., Pegasus Spiele",2.0,4.0,2.0,4.0,2.0,4.0,8.0,,30.0,45.0,37.5,"Abstract Strategy, Animals, Prehistoric, Puzzle, Real-time","Dice Rolling, Finale Ending, Pattern Building, Pattern Recognition, Player Elimination, Race, Stacking and Balancing",,,,"Animals: Bears, Animals: Penguins, Animals: Whales, Components: 3-Dimensional (3D), Components: Dice with Icons, Mechanism: Tower Stacking, Theme: Inuit Peoples",,,3412.0,838.0,6.8449,1.23345,5.88808,1.1429,,,,,,,
270213,Sherlock Holmes Detektyw doradczy: Nie ma zysku bez ryzyka,2019.0,,"Maciej Jesionowski, Agnieszka Możejko, Alicja Smaruj",,"(Web published), Rebel Sp. z o.o.",1.0,8.0,1.0,8.0,1.0,8.0,16.0,,60.0,120.0,90.0,"Deduction, Murder/Mystery, Novel-based, Print & Play","Cooperative Game, Storytelling",1.0,,,"Books: Mystery Novels, Books: Sherlock Holmes, Cities: London (England, UK), Country: England, Game: Sherlock Holmes Consulting Detective, Players: Games with Solitaire Rules",,204305,,20.0,7.4875,1.38851,,3.0,,,,,,,
270223,The Ghosts of Castle Turnwall,2019.0,,Jürgen Adams,Victor Boden,Zoch Verlag,2.0,4.0,2.0,4.0,2.0,4.0,7.0,,20.0,20.0,20.0,Maze,"Memory, Set Collection",,,,"Components: Magnets, Creatures: Ghosts",,,10250.0,114.0,6.58097,1.37221,5.56014,1.0,,,,,,,
270227,"Oh, Fox!",2019.0,,Hurby Donkers,Michel Baudoin,Cinnamon Games,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,20.0,20.0,20.0,"Animals, Bluffing, Deduction","Hidden Movement, Hidden Roles, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers",,,,,,,10293.0,133.0,6.54774,1.50308,5.5598,1.6,,,,,,,
270232,Trinity,2019.0,Abstract Game,"Ankur Gupta, Kayla Gupta",,Polaris Games,2.0,2.0,2.0,2.0,2.0,2.0,13.0,,10.0,30.0,20.0,Abstract Strategy,"Enclosure, Grid Movement, Pattern Recognition",,,,"Crowdfunding: Kickstarter, Digital Implementations: Tabletopia, Players: Two Player Only Games",,,,12.0,6.925,1.24306,,1.0,,,,,,,
270233,Heul doch! Mau Mau,2019.0,,Leo Colovini,Marek Bláha,Ravensburger,3.0,6.0,3.0,6.0,3.0,6.0,8.0,,15.0,25.0,20.0,Card Game,Hand Management,,,,Traditional Card Games: Eights,,,4584.0,510.0,6.72383,1.31768,5.75792,1.1429,,,,,,,
270237,Red Peak,2019.0,,Carlo A. Rossi,"Vincent Dutrait, Nora Nowatzyk",Ravensburger,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,20.0,30.0,25.0,Real-time,"Cooperative Game, Tile Placement",1.0,,,Admin: Better Description Needed!,,,14761.0,90.0,6.13333,1.46189,5.52572,1.6667,,,,,,,
270239,Moonrakers,2020.0,"Thematic, Strategy Game","Max Anderson, Zac Dixon, Austin Harrison",Lunar Saloon,"IV Games, Lucky Duck Games",1.0,5.0,3.0,5.0,4.0,4.0,14.0,,60.0,120.0,90.0,Science Fiction,"Action Points, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Negotiation, Trading",,,,Crowdfunding: Kickstarter,,,1093.0,1946.0,7.81677,1.56258,6.53028,2.42,,,,,,,
270257,Conflict: Song and Jin,2019.0,War Game,Yang Zhixue,,War Drum Games,2.0,2.0,2.0,2.0,2.0,2.0,,,120.0,180.0,150.0,"Medieval, Wargame","Area Majority / Influence, Area Movement, Simulation",,,,"Country: China, History: Song dynasty, Components: Map (Continental / National scale), Players: Two Player Only Games",,,,26.0,8.34615,2.0188,,4.2,,,,,,,
270269,Ninja Academy,2019.0,,"Antoine Bauza, Corentin Lebrat, Ludovic Maublanc, Théo Rivière",Jean-Baptiste Reynaud,"IELLO, Hobby Japan, Mancalamaro, SPIEL DAS! Verlag, TCG Factory, Zito! Ώρα για παιχνίδι",3.0,5.0,3.0,5.0,3.0,5.0,8.0,,20.0,20.0,20.0,"Action / Dexterity, Party Game","Betting and Bluffing, Flicking, Stacking and Balancing",,,,"Series: Mini Games (IELLO), Theme: Ninjas",,,5843.0,398.0,6.55812,1.4698,5.67393,1.0,,,,,,,
270270,Impression,2022.0,,"Hegedűs Csaba, Attila Szőgyi",Attila Szőgyi,A-games (Board Game),1.0,4.0,1.0,4.0,1.0,4.0,12.0,,60.0,120.0,90.0,Industry / Manufacturing,"Tile Placement, Variable Player Powers, Worker Placement",,,,"Admin: Upcoming Releases, Crowdfunding: Kickstarter",,,8156.0,111.0,7.33213,1.23512,5.59585,4.25,,,,,,,
270271,MONSTER PARK,2019.0,,"Anna Bielak, Krzysztof Bielak",Ewa Podleś,Granna,2.0,4.0,2.0,4.0,2.0,4.0,7.0,,20.0,40.0,30.0,"Animals, Children's Game",Set Collection,,,,,,,,24.0,5.70583,1.59147,,1.0,,,,,,,
270293,Gorinto,2021.0,Abstract Game,Richard Yaner,Josh Cappel,"Grand Gamers Guild, Happy meeple games, Maldito Games, Super Meeple",1.0,4.0,1.0,4.0,1.0,4.0,13.0,,30.0,60.0,45.0,Abstract Strategy,"Pattern Recognition, Set Collection, Tile Placement",,,,"Continents: Asia, Country: Japan, Crowdfunding: Kickstarter, Digital Implementations: Tabletopia, Misc: LongPack Games",,,2847.0,789.0,7.30105,1.3092,5.97833,1.7368,,,,,,,
270314,Ohanami,2019.0,Family Game,Steffen Benndorf,Christian Opperer,"Nürnberger-Spielkarten-Verlag, Arclight Games, FunMIll.ru, Kaissa Chess & Games, Mercurio, Mnogoknig Games, Oya, Pandasaurus Games, Popcorn Games, Pravi Junak, White Goblin Games, Нескучные игры",2.0,4.0,2.0,4.0,3.0,3.0,8.0,,20.0,20.0,20.0,Card Game,"Closed Drafting, Pattern Building, Set Collection",,,,"Country: Japan, Series: NSV Middys (Nürnberger Spielkartenverlag), Theme: Gardening",,,920.0,3272.0,7.32057,1.1273,6.63618,1.1127,,,,,,,
270316,Arrington Corp: The Heist,2019.0,,Aaron Klaser,Dan Meehan,(Self-Published),2.0,4.0,2.0,4.0,2.0,4.0,8.0,,30.0,45.0,37.5,"Bluffing, Card Game, Deduction","Hand Management, Player Elimination, Take That",,,,"Category: Print-on-Demand, Theme: Steampunk",,,,3.0,8.83333,1.0274,,2.0,,,,,,,
270342,Maybe It's Poison,2018.0,,Bryan Buttars,True Murray,Bored Brothers Gaming,3.0,8.0,3.0,8.0,3.0,8.0,13.0,,15.0,30.0,22.5,Deduction,,,,,,,,,22.0,6.0,1.3568,,2.0,,,,,,,
270350,Fickle,2019.0,,Glenn Cotter,Amy Brown,BARD Games LLC,3.0,5.0,3.0,5.0,3.0,5.0,12.0,,12.0,30.0,21.0,"Card Game, Fantasy","Hand Management, Push Your Luck, Set Collection, Simultaneous Action Selection, Take That",,,,"Creatures: Fairies / Elves / Pixies, Crowdfunding: Kickstarter",,,10526.0,126.0,6.93675,1.97732,5.55707,1.8,,,,,,,
270368,Senpai Notice Me!,2016.0,,Talen Lee,"Talen Lee, Fox Lee","Invincible Ink, DriveThruCards",3.0,6.0,3.0,6.0,3.0,6.0,,,10.0,10.0,10.0,"Card Game, Deduction",,,,,,,,,,,,,1.0,,,,,,,
270377,Dig Dog Dig,2019.0,,Jim Harmon,Naomi Robinson,Flying Meeple,2.0,4.0,2.0,4.0,2.0,4.0,5.0,,10.0,10.0,10.0,Children's Game,,,,,,,,,13.0,6.40385,1.21504,,1.0,,,,,,,
270443,Misty,2019.0,,Florian Fay,Felix Kindelan,"Helvetiq, Buró, HRAS, Mandoo Games, PaperGames (III), Popcorn Games, Reflexshop",2.0,5.0,2.0,5.0,2.0,5.0,6.0,,15.0,15.0,15.0,Card Game,Open Drafting,,,,"Digital Implementations: Tabletopia, Series: Pocket Games (Helvetiq)",,,8070.0,331.0,6.28247,1.3766,5.59732,1.1,,,,,,,
270445,Omerta,2019.0,,"Adrien Dumont, Timothée Rignault","Florian Bellon, Timothée Rignault","Helvetiq, GDM Games, MIPL",3.0,5.0,3.0,5.0,3.0,5.0,10.0,,20.0,20.0,20.0,"Card Game, Mafia","Hand Management, Memory, Take That",,,,Digital Implementations: Tabletopia,,,9262.0,150.0,6.74734,1.59695,5.57403,1.5,,,,,,,
270501,Kawaii,2019.0,,"Marc-Antoine Hofmann, Ismaël Perrin",Felix Kindelan,"Helvetiq, Mandoo Games, Popcorn Games, Reflexshop",3.0,5.0,3.0,5.0,3.0,5.0,6.0,,15.0,15.0,15.0,"Card Game, Party Game, Real-time","Push Your Luck, Real-Time",,,,"Food & Drink: Ice Cream & Gelato, Series: Pocket Games (Helvetiq), Theme: Food / Cooking",,,15480.0,129.0,5.84436,1.24388,5.52213,1.3333,,,,,,,
270510,Kill Your Friends,2019.0,,Leigh Ryan,,(Self-Published),3.0,6.0,3.0,6.0,3.0,6.0,18.0,,5.0,20.0,12.5,"Card Game, Party Game","Pattern Building, Player Elimination",,,,,,,,13.0,4.69231,3.12274,,2.0,,,,,,,
270512,Gone Fishing,2019.0,,Ehail,"Sylvain Aublin, Ian Parovel","Happy Baobab, Tower Tactic Games",2.0,4.0,2.0,4.0,2.0,4.0,7.0,,30.0,30.0,30.0,Action / Dexterity,"Commodity Speculation, Finale Ending",,,,,,,13730.0,45.0,7.01726,1.05071,5.53135,1.0,,,,,,,
270513,Dekalko,2019.0,,"Sébastien Decad, Roberto Fraga",Ian Parovel,"Happy Baobab, Zito! Ώρα για παιχνίδι",3.0,6.0,3.0,6.0,3.0,6.0,8.0,,30.0,30.0,30.0,"Humor, Party Game, Real-time","Line Drawing, Paper-and-Pencil",,,,,,,11469.0,109.0,6.50706,1.5432,5.54701,1.0,,,,,,,
270514,Little Dragons,2019.0,,Takuma Horikawa,"Valerio Buonfantino, Ian Parovel","Happy Baobab, Mancalamaro, Outland",2.0,6.0,2.0,6.0,2.0,6.0,5.0,,15.0,15.0,15.0,"Children's Game, Memory","Memory, Set Collection",,,,,,,,26.0,6.69615,1.41298,,1.0,,,,,,,
270538,Foothills,2019.0,Strategy Game,"Ben Bateson, Tony Boydell",Klemens Franz,"Lookout Games, Funforge",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,30.0,30.0,30.0,"Card Game, Trains, Transportation","Hand Management, Variable Player Powers",,,,"Mountains: Snowdonia, Players: Two Player Only Games, Series: Fur Zwei Spieler (Lookout Games), Series: Snowdonia Game System",,,2990.0,823.0,7.01432,1.32441,5.9513,2.8,,,,,,,
270552,Turtle Mania,2022.0,,Reiner Knizia,Louis Vettese,Pegasus Spiele,2.0,4.0,2.0,4.0,2.0,4.0,5.0,,20.0,25.0,22.5,"Action / Dexterity, Animals, Children's Game",Movement Points,,,,Animals: Turtles,,,,19.0,6.38158,1.38689,,1.0,,,,,,,
270627,Timmy macht Urlaub,2019.0,"Children's Game, Family Game",Reiner Knizia,Anne Pätzke,"Ediciones MasQueOca, Pegasus Spiele",2.0,5.0,2.0,5.0,2.0,5.0,4.0,,10.0,15.0,12.5,Children's Game,"Cooperative Game, Dice Rolling, Stacking and Balancing",1.0,,,"Components: Game Box Used In Play, Series: Pegasus Children's Games (Matagot)",11024,,,11.0,5.95455,1.03253,,1.0,,,,,,,
270631,Wau Wau Muh und was machst du?,2019.0,,Janet Kneisel,Anne Pätzke,Pegasus Spiele,2.0,5.0,2.0,5.0,2.0,5.0,3.0,,10.0,15.0,12.5,"Animals, Children's Game, Memory",Memory,,,,"Animals: Cattle / Cows, Animals: Chickens, Animals: Dogs, Animals: Donkeys, Components: Game Box Used In Play, Series: Pegasus Children's Games (Matagot)",,,,3.0,3.66667,1.24722,,1.0,,,,,,,
270632,Bon Appetit!,2019.0,,Gilad Yarnitzky,Magdalena Markowska,"Strawberry Studio, Lucrum Games",2.0,4.0,2.0,4.0,2.0,4.0,8.0,,20.0,20.0,20.0,Card Game,"Auction/Bidding, Commodity Speculation",,,,"Crowdfunding: Kickstarter, Misc: LongPack Games, Theme: Food / Cooking",,,18935.0,83.0,5.72892,1.5116,5.50674,1.0,,,,,,,
270633,Aeon's End: The New Age,2019.0,Strategy Game,"Jenny Iglesias, Nick Little (I), Kevin Riley",Gong Studios,"Action Phase Games, Indie Boards & Cards, Matagot, Portal Games",1.0,4.0,1.0,4.0,2.0,2.0,14.0,,60.0,60.0,60.0,"Card Game, Fantasy, Science Fiction","Cooperative Game, Deck, Bag, and Pool Building, Hand Management, Open Drafting, Variable Phase Order, Variable Player Powers",1.0,,,"Crowdfunding: Kickstarter, Game: Aeon's End, Mechanism: Campaign Games, Players: Games with Solitaire Rules",,"191189,241451,331212,299317,218417",328.0,2278.0,8.57478,1.21819,7.11594,2.9412,,,,,,,
270635,World Shapers,2019.0,,Mariusz Milewski,"Jakub Fajtanowski, Paweł Niziołek, Jarosław Wajs",Board&Dice,1.0,4.0,1.0,4.0,1.0,4.0,10.0,,30.0,30.0,30.0,Card Game,"Open Drafting, Set Collection",,,,"Crowdfunding: Kickstarter, Theme: Floating islands in the sky",238136,,18101.0,147.0,5.7187,1.36318,5.51044,1.7273,,,,,,,
270636,My Farm Shop,2020.0,Family Game,Rüdiger Dorn,Christian Fiore,"Pegasus Spiele, Ediciones MasQueOca, Galakta, Matagot",2.0,4.0,2.0,4.0,2.0,4.0,8.0,,45.0,45.0,45.0,Farming,"Dice Rolling, Random Production",,,,Digital Implementations: Tabletopia,,,2845.0,883.0,7.03042,1.08716,5.97683,1.9,,,,,,,
270637,Axio Rota,2019.0,Abstract Game,Reiner Knizia,Claus Stephan,"Hobby Japan, Pegasus Spiele",1.0,4.0,1.0,4.0,1.0,4.0,8.0,,20.0,30.0,25.0,Abstract Strategy,Pattern Building,,,,"Game: Ingenious, Misc: LongPack Games",219475,,7973.0,196.0,6.64658,1.3264,5.5992,1.7,,,,,,,
270638,Game of HAM: Adult Set,2019.0,,Bill S. Naim,Bill S. Naim,Game of HAM LLC,3.0,16.0,3.0,16.0,3.0,16.0,18.0,,20.0,120.0,70.0,"Card Game, Humor, Party Game, Word Game","Trick-taking, Voting",,,,,,"376168,376166,376167,376165,376169",,26.0,6.03846,3.03164,,1.0,,,,,,,
270649,Monster Truck Madness,2019.0,,,João Florêncio,(Looking for a publisher),2.0,6.0,2.0,6.0,2.0,6.0,8.0,,30.0,60.0,45.0,"Fighting, Racing, Sports","Dice Rolling, Simulation, Take That, Variable Player Powers",,,,Admin: Upcoming Releases,,,,1.0,9.0,,,2.0,,,,,,,
270653,Tiny Footprint,2019.0,,Marcus Jargarden,,Gaard Games,1.0,6.0,1.0,6.0,1.0,6.0,10.0,,60.0,120.0,90.0,Environmental,"Action Points, Cooperative Game, Hand Management, Variable Player Powers",1.0,,,"Admin: Upcoming Releases, Crowdfunding: Kickstarter, Misc: LongPack Games, Theme: Climate Change",,,,28.0,6.83929,1.8806,,1.6,,,,,,,
