bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,avg_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
1,Die Macher,1986.0,Strategy Game,Karl-Heinz Schmiel,"Marcus Gschwendtner, Harald Lieske","Hans im Glück, Moskito Spiele, Ediciones MasQueOca, Portal Games, Spielworxx, sternenschimmermeer, Stronghold Games, Valley Games, Inc., YOKA Games",3.0,5.0,4.0,5.0,5.0,5.0,14.0,14.02777777777778,240.0,240.0,240.0,"Economic, Negotiation, Political","Alliances, Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection",,,,"Country: Germany, Political: Elections, Series: Classic Line (Valley Games)",,,369.0,5632.0,7.60139,1.5751,7.06367,4.3144,1.1666666666666663,,,,,,
2,Dragonmaster,1981.0,Strategy Game,"G. W. ""Jerry"" D'Arcey",Bob Pepper,"E.S. Lowe, Milton Bradley",3.0,4.0,3.0,4.0,3.0,4.0,12.0,,30.0,30.0,30.0,"Card Game, Fantasy",Trick-taking,,,,"Components: Gems/Crystals, Creatures: Dragons, Theme: Art style – Art Nouveau",2174,,4490.0,584.0,6.65823,1.46752,5.76599,1.9636,,,,,,,
3,Samurai,1998.0,Strategy Game,Reiner Knizia,Franz Vohwinkel,"Fantasy Flight Games, Hans im Glück, 999 Games, ABACUSSPIELE, Astrel Games, Ceilikan Jogos, Descartes Editeur, Edge Entertainment, Galakta, Hobby Japan, Korea Boardgames Co., Ltd., Lacerta, Lautapelit.fi, Rio Grande Games, Skandinavisk Spil Kompagni, Smart Ltd, Wargames Club Publishing",2.0,4.0,2.0,4.0,3.0,3.0,10.0,9.733333333333333,30.0,60.0,45.0,"Abstract Strategy, Medieval","Area Majority / Influence, Hand Management, Hexagon Grid, Once-Per-Game Abilities, Set Collection, Tile Placement",,,,"Components: Map (Continental / National scale), Country: Japan, Digital Implementations: Triqqy, Series: Euro Classics (Reiner Knizia), Series: Tile-Laying Trilogy (Reiner Knizia), Theme: Samurai",,,252.0,15863.0,7.45913,1.19279,7.22869,2.4784,1.006578947368421,,,,,,
4,Tal der Könige,1992.0,Strategy Game,Christian Beierer,Thomas di Paolo,KOSMOS,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,60.0,60.0,60.0,Ancient,"Action Points, Area Majority / Influence, Auction/Bidding, Set Collection",,,,"Containers: Triangular Boxes, Country: Egypt, Promotional: Promo Board Games",,,5990.0,351.0,6.62296,1.23667,5.6666,2.6667,,,,,,,
6,Mare Mediterraneum,1989.0,,Jean du Poël,Jean du Poël,Historien Spiele Galerie (Historien Spielegalerie),2.0,6.0,2.0,6.0,2.0,6.0,12.0,,240.0,240.0,240.0,"Civilization, Nautical",Dice Rolling,,,,"Containers: Tubes, Region: Mediterranean Sea",,,12146.0,84.0,6.54583,1.66285,5.54166,3.0,,,,,,,
8,Lords of Creation,1993.0,,Martin Wallace,Bryan King,"Vendetta, Warfrog Games",2.0,5.0,2.0,5.0,2.0,5.0,12.0,,120.0,120.0,120.0,"Civilization, Fantasy",Modular Board,,,,,,,10575.0,209.0,6.05493,1.36835,5.55656,2.4,,,,,,,
9,El Caballero,1998.0,Strategy Game,"Wolfgang Kramer, Richard Ulrich",Doris Matthäus,"999 Games, Hans im Glück, Rio Grande Games",2.0,4.0,2.0,4.0,2.0,4.0,13.0,,90.0,90.0,90.0,Exploration,"Area Majority / Influence, Tile Placement",,,,Game: El Grande,,,3348.0,1423.0,6.44667,1.43825,5.89661,3.1867,,,,,,,
10,Elfenland,1998.0,Family Game,Alan R. Moon,"Doris Matthäus, Alan R. Moon","AMIGO, 999 Games, Albi, Corfix, Hobby World, Midgaard Games, Rio Grande Games",2.0,6.0,3.0,6.0,4.0,4.0,10.0,8.11111111111111,60.0,60.0,60.0,"Fantasy, Travel","Hand Management, Network and Route Building, Open Drafting, Point to Point Movement",,,,"Creatures: Dragons, Creatures: Fairies / Elves / Pixies, Creatures: Trolls, Creatures: Unicorns, Digital Implementations: Board Game Arena, Game: Elfenroads",711,,1251.0,8706.0,6.68721,1.25205,6.45397,2.157,1.0,,,,,,
11,Bohnanza,1997.0,Family Game,Uwe Rosenberg,"Fréderic Bertrand, Marek Bláha, Andrea Boekhoff, Klemens Franz, Oliver Freudenreich, Inge George, Guido Hoffmann, Alexander Jung, Harald Lieske, Atelier Löwentor, Doris Matthäus, Björn Pertoft, Uwe Rosenberg, Johann Rüttinger, Barbara Stachuletz, Franz Vohwinkel, Markus Wagner","AMIGO, 999 Games, Brädspel.se, Brain Games, Broadway Toys LTD, Copag Cards, Corfix, Fractal Juegos, G3, Gigamic, Giochi Uniti, Kaissa Chess & Games, Kikigagne?, Korea Boardgames Co., Ltd., Lautapelit.fi, Lifestyle Boardgames Ltd, Lookout Games, Mercurio, Midgaard Games, Möbius Games, Paper Iyagi, PaperGames (III), Piatnik, Rio Grande Games, Spilbræt.dk, Stratelibri, Swan Panasia Co., Ltd., Tempo Games (I)",2.0,7.0,3.0,7.0,4.0,5.0,12.0,8.10919540229885,45.0,45.0,45.0,"Card Game, Farming, Negotiation","Hand Management, Melding and Splaying, Negotiation, Set Collection, Trading",,,,"Components: Multi-Use Cards, Game: Bohnanza, Series: Bean Games (Lookout)",,,501.0,43523.0,7.04409,1.29768,6.93174,1.6714,1.0294117647058822,,,,,,
12,Ra,1999.0,Strategy Game,Reiner Knizia,"Allison Kline, Gahyun Lee, Ian O'Toole, Tiago Sousa, Franz Vohwinkel","alea, Ravensburger, 25th Century Games, 999 Games, ABACUSSPIELE, DiceTree Games, Edge Entertainment, Korea Boardgames Co., Ltd., New Games Order, LLC, Precisamente, Rio Grande Games, Swan Panasia Co., Ltd., Überplay, Windrider Games",2.0,5.0,2.0,5.0,3.0,4.0,12.0,9.772727272727272,45.0,60.0,52.5,"Ancient, Mythology","Auction/Bidding, Auction: Once Around, Closed Economy Auction, Constrained Bidding, Push Your Luck, Set Collection",,,,"Country: Egypt, Crowdfunding: Gamefound, Digital Implementations: Triqqy, Game: Ra, Misc: LongPack Games, Mythology: Egyptian, Series: Alea Big Box, Series: Book Box (DiceTree), Series: Euro Classics (Reiner Knizia)",,,172.0,22003.0,7.53327,1.33845,7.35844,2.3419,1.04375,,,,,,
13,CATAN,1995.0,"Strategy Game, Family Game",Klaus Teuber,"Volkan Baga, Tanja Donner, Pete Fenlon, Jason Hawkins, Michaela Kienle, Harald Lieske, Michael Menzel, Marion Pott, Matt Schwabel, Franz Vohwinkel, Stephen Graham Walsh","KOSMOS, 999 Games, Albi, Asmodee, Asmodee Canada, Astrel Games, Bergsala Enigma (Enigma), Brädspel.se, Brain Games, Broadway Toys LTD, Capcom Co., Ltd., Catan Studio, Competo / Marektoy, danspil, Descartes Editeur, Devir, Dexy Co, Eurogames, Filosofia Éditions, Galakta, Giochi Uniti, GP Games, Grow Jogos e Brinquedos, HaKubia, Hanayama, Hobby World, Ideal Board Games, Igroljub, IntelliGames.BG, Ísöld ehf., Kaissa Chess & Games, Korea Boardgames Co., Ltd., L&M Games, Laser plus, Lautapelit.fi, Logojogos, Mayfair Games, MIPL, Ninive Games, Paper Iyagi, Piatnik, Smart Ltd, Spilbræt.dk, Stupor Mundi, SuperHeated Neurons, Swan Panasia Co., Ltd., Tilsit, Top Toys, TRY SOFT, Vennerød Forlag AS",3.0,4.0,3.0,4.0,4.0,4.0,10.0,8.29757085020243,60.0,120.0,90.0,"Economic, Negotiation","Dice Rolling, Hexagon Grid, Income, Modular Board, Negotiation, Network and Route Building, Race, Random Production, Trading, Variable Set-up",,,,"Animals: Sheep, Components: Hexagonal Tiles, Components: Wooden pieces & boards, Digital Implementations: Board Game Arena, Digital Implementations: Steam, Game: Catan, Misc: Watch It Played How To Videos, Promotional: Promo Board Games",,,496.0,119186.0,7.10855,1.48869,6.93736,2.301,2.015679442508711,,,,,,
14,Basari,1998.0,"Strategy Game, Family Game",Reinhard Staupe,"John Kovalic, Lüders & Baran, Stefan Theurer","F.X. Schmid, New Games Order, LLC, Out of the Box Publishing",3.0,4.0,3.0,4.0,4.0,4.0,10.0,,25.0,25.0,25.0,Negotiation,"Roll / Spin and Move, Set Collection, Simultaneous Action Selection",,,,"Components: Gems/Crystals, Misc: Mensa Select, Occupation: Merchant",,,2341.0,1683.0,6.75001,1.21769,6.08652,1.8571,,,,,,,
16,MarraCash,1996.0,Strategy Game,Stefan Dorra,"Marion Pott, Oliver Vogel",KOSMOS,3.0,4.0,3.0,4.0,4.0,4.0,12.0,,60.0,60.0,60.0,Economic,Auction/Bidding,,,,"Admin: Better Description Needed!, Cities: Marrakech (Morocco), Country: Morocco",,,2813.0,1039.0,6.87938,1.21421,5.98641,2.1489,,,,,,,
17,Button Men,1999.0,Customizable,James Ernest,"Pete Abrams, Gerald Brom, Larry Elmore, Phil Foglio, Adam Hughes, Ryan Kinnaird, John Kovalic, John Nephew, Michelle Nephew, Brian Snoddy, Cheyenne Wright, Andrew Yates","Cheapass Games, Atlas Games, Five Rings Publishing Group, Guardians of Order, Looney Labs, Slag-Bla entertainment (now XXXenophile Books), Studio Foglio, Truant Spiele",2.0,2.0,2.0,2.0,2.0,2.0,10.0,,5.0,5.0,5.0,"Collectible Components, Dice, Fighting, Print & Play","Dice Rolling, Push Your Luck",,,,"Admin: Better Description Needed!, Components: Polyhedral (not D6) dice, Creatures: Vampires, Players: Two Player Only Games",14867,"226312,226085",4776.0,821.0,6.36401,1.51735,5.74238,1.52,,,,,,,
18,RoboRally,1994.0,"Thematic, Strategy Game",Richard Garfield,"Peter Bergting, Bob Carasca, Phil Foglio, Daniel Gelon, Jennifer Lathrop, Paul Sottosanti, Franz Vohwinkel, Peter Whitley","Wizards of the Coast, 999 Games, ADC Blackfire Entertainment, AMIGO, Avalon Hill, Hasbro, Play Factory",2.0,8.0,3.0,8.0,5.0,6.0,12.0,9.971428571428572,45.0,120.0,82.5,"Maze, Miniatures, Racing, Science Fiction","Action Queue, Bias, Grid Movement, Lose a Turn, Modular Board, Programmed Movement, Race, Scenario / Mission / Campaign Game, Simultaneous Action Selection",,,,"Components: 12 x 12 Grids, Components: Miniatures, Components: Sand Timers, Theme: Robots, Theme: Sci-Fi Sports",,,532.0,23534.0,7.06528,1.54323,6.90882,2.429,2.7142857142857144,,,,,,
19,Wacky Wacky West,1991.0,Family Game,Klaus Teuber,"Chris McGloughlin, Franz Vohwinkel","Hans im Glück, Mayfair Games",2.0,4.0,3.0,4.0,4.0,4.0,9.0,,30.0,45.0,37.5,"American West, Bluffing, City Building","Tile Placement, Voting",,,,,,,3528.0,1885.0,6.27447,1.23732,5.86952,1.8323,,,,,,,
20,Full Metal Planète,1988.0,Strategy Game,"Gérard Delfanti, Gérard Mathieu, Pascal Trigaux",Pascal Trigaux,Ludodélire,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,90.0,90.0,90.0,"Miniatures, Science Fiction","Action Points, Real-Time",,,,"Admin: Better Description Needed!, Components: Miniatures, Components: Rocks/Stones, Theme: Mining",,,2608.0,755.0,7.51839,1.52351,6.02761,3.1429,,,,,,,
24,Twilight Imperium,1997.0,Thematic,Christian T. Petersen,Bill Heagy,Fantasy Flight Games,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,240.0,240.0,240.0,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Dice Rolling, Hexagon Grid, Modular Board, Tile Placement, Variable Player Powers, Voting",,,,"Components: Hexagonal Tiles, Game: Twilight Imperium, Mechanism: 4X",,,4481.0,705.0,6.62941,1.68404,5.76698,3.4906,,,,,,,
25,Battlemist,1998.0,"War Game, Thematic",Christian T. Petersen,"Bill Heagy, Christian T. Petersen",Fantasy Flight Games,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,200.0,200.0,200.0,"Exploration, Fantasy, Wargame","Dice Rolling, Hexagon Grid",,,,"Mechanism: 4X, Setting: The Realms of Terrinoth",,,10989.0,325.0,5.91587,1.4459,5.55152,3.2,,,,,,,
26,Age of Renaissance,1996.0,Strategy Game,"Don Greenwood, Jared Scarborough","Stephen Langmead, Kurt Miller","The Avalon Hill Game Co, Descartes Editeur",3.0,6.0,4.0,6.0,5.0,6.0,12.0,,120.0,300.0,210.0,"Civilization, Economic, Medieval, Renaissance","Area Movement, Auction/Bidding, Simulation",,,,Continents: Europe,,,1589.0,2188.0,7.09401,1.7442,6.30315,3.8535,,,,,,,
27,Supremacy: The Game of the Superpowers,1984.0,War Game,Robert J. Simpson,,"Supremacy Games, Descartes Editeur, Grow Jogos e Brinquedos",2.0,6.0,3.0,6.0,4.0,6.0,12.0,,120.0,300.0,210.0,"Economic, Modern Warfare, Political, Wargame","Commodity Speculation, Dice Rolling",,,,"Components: Map (Global Scale), Game: Supremacy, Theme: Nuclear option",,,15768.0,1369.0,5.6753,2.01292,5.52081,3.1167,,,,,,,
28,Illuminati,1987.0,"Thematic, Strategy Game",Steve Jackson (I),"Lar DeSouza, Jeffrey D. George, Frank Gerwin, John Grigni, C. Mara Lee, Carl Manz, Dave Martin, Shea Ryan, Dan Smith, Czeslaw Sornat, Cliff Van Meter","Steve Jackson Games, Descartes Editeur, Devir, Edge Entertainment, Finnish Game House, Laurin Verlag, Pegasus Spiele, Queen Games, Raven Distribution, Ubik",2.0,8.0,3.0,6.0,4.0,4.0,12.0,12.23076923076923,60.0,180.0,120.0,"Card Game, Humor, Negotiation, Political, Science Fiction","Dice Rolling, Network and Route Building, Open Drafting, Tile Placement, Variable Player Powers",,,,Game: Illuminati,859,,2172.0,5101.0,6.47505,1.60465,6.13147,2.6528,3.8157894736842106,,,,,,
30,Dark Tower,1981.0,Thematic,"Roger Burten, Alan Coleman, Vincent A. A. J. Erato",Bob Pepper,Milton Bradley,1.0,4.0,1.0,4.0,4.0,4.0,10.0,,90.0,90.0,90.0,"Adventure, Electronic, Exploration, Fantasy, Fighting","Area Movement, Push Your Luck",,,,"Components: 3-Dimensional (3D), Components: Miniatures, Creatures: Dragons",,,2918.0,1368.0,6.86379,1.78364,5.96387,1.81,,,,,,,
31,Dark World,1991.0,Thematic,Eàmon Bloomfield,Chris Baker,"AS Company, Canada Games, Crown & Andrews Ltd., Diset S. A., Kod Kod, Mattel, Inc., Schmidt France, Schmidt Spiele, Selecta Spel en Hobby, Waddingtons",2.0,5.0,2.0,5.0,2.0,5.0,10.0,,90.0,90.0,90.0,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Dice Rolling, Grid Movement",,,,"Admin: Better Description Needed!, Category: Dungeon Crawler, Components: 3-Dimensional (3D), Setting: Das Schwarze Auge",,1777,23950.0,824.0,5.38233,1.64525,5.43784,1.9107,,,,,,,
34,Arkham Horror,1987.0,Thematic,"Charlie Krank, Richard Launius, Sandy Petersen, Lynn Willis",Tom Sullivan,"Chaosium, Descartes Editeur, Hobby Japan",1.0,8.0,1.0,8.0,1.0,8.0,12.0,,180.0,180.0,180.0,"Adventure, Horror, Novel-based","Cooperative Game, Role Playing, Variable Player Powers",1.0,,,"Game: Arkham Horror, Theme: Cthulhu Mythos",,,5119.0,558.0,6.64741,1.6666,5.71863,2.4082,,,,,,,
36,Federation & Empire,1986.0,War Game,Stephen V. Cole,"William H. Keith, Jr., David Martin (II)","Amarillo Design Bureau, Inc., Task Force Games",2.0,8.0,2.0,8.0,2.0,8.0,12.0,,300.0,300.0,300.0,"Science Fiction, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation",,,,"Components: Map (Interplanetary or Interstellar scale), Game: Federation & Empire, Setting: Star Fleet Universe, TV Shows: Star Trek (various)",1594,,6591.0,418.0,6.41603,1.82102,5.64023,4.4032,,,,,,,
38,Runes,1981.0,,"Bill Eberle, Jack Kittredge, Peter Olotka","Linda Bound, Franz-Josef Schulte","Eon, franjos Spieleverlag",2.0,4.0,2.0,4.0,2.0,4.0,10.0,,30.0,30.0,30.0,"Deduction, Word Game",Deduction,,,,,,,13428.0,101.0,6.14951,1.32401,5.53318,1.9,,,,,,,
40,Borderlands,1982.0,"War Game, Thematic","Bill Eberle, Jack Kittredge, Peter Olotka","Frank Frazetta, Dean Morrissey","Edition Spielkunst, Eon, Tsukuda Hobby, Welt der Spiele",2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,120.0,"Bluffing, Civilization, Fantasy, Negotiation, Political","Area Movement, Random Production, Simulation, Trading",,,,,,,6722.0,278.0,6.74422,1.69829,5.63492,2.7826,,,,,,,
41,Can't Stop,1980.0,Family Game,Sid Sackson,"Klemens Franz, Heiko Günther, Gabriel Laulunen (II), Ronan Le Maître, Walter Pepperle, Arnold Reisse, Klaus Wilinski, Atelier Wilinski","Parker Brothers, Asmodee, Borras Plana S.A., Clipper, Eagle-Gryphon Games, Ediciones de Mente, Editrice Giochi, Face2Face Games, förlAgo AB, franjos Spieleverlag, Gonggan27, Maldito Games, Miro Company, New Games Order, LLC, OPEN'N PLAY, Oya, Palitoy Ltd., Playte, Popcorn Games, Ravensburger, Swan Panasia Co., Ltd., Vennerød Forlag AS",2.0,4.0,2.0,4.0,3.0,3.0,9.0,7.541666666666667,30.0,30.0,30.0,"Dice, Racing","Dice Rolling, Push Your Luck, Race",,,,"Digital Implementations: Board Game Arena, Digital Implementations: BrettspielWelt",43144,,776.0,16576.0,6.87971,1.31791,6.72018,1.152,1.0,,,,,,
42,Tigris & Euphrates,1997.0,Strategy Game,Reiner Knizia,"Bascu, Christine Conrad, Doris Matthäus, Tom Thiel, Ricarda Thiel, Stephen Graham Walsh","Hans im Glück, 999 Games, CZ Cloud Soft Co. Ltd, Devir, Edge Entertainment, Fantasy Flight Games, Galápagos Jogos, Giochi Uniti, Heidelberger Spieleverlag, Hobby Japan, Lacerta, Matagot, Mayfair Games, Pegasus Spiele, Smart Ltd, Top Licence Games, Wargames Club Publishing, Z-Man Games",2.0,4.0,2.0,4.0,4.0,4.0,12.0,12.084745762711863,90.0,90.0,90.0,"Ancient, Civilization, Territory Building","Area Majority / Influence, Connections, Hand Management, Hidden Victory Points, Highest-Lowest Scoring, Income, Set Collection, Square Grid, Tile Placement",,,,"Ancient: Babylon, Ancient: Mesopotamia, Components: Wooden pieces & boards, Digital Implementations: Board Game Arena, Digital Implementations: Triqqy, Game: Tigris & Euphrates, Region: Middle East, Rivers: Euphrates, Rivers: Tigris, Series: Euro Classics (Reiner Knizia), Series: Tile-Laying Trilogy (Reiner Knizia)",,,104.0,27827.0,7.70307,1.48802,7.52512,3.5024,1.0223880597014925,,,,,,
43,Airlines,1990.0,Strategy Game,Alan R. Moon,Christian Schütte,ABACUSSPIELE,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,90.0,90.0,90.0,"Aviation / Flight, Economic","Investment, Network and Route Building, Stock Holding",,,,,,,5944.0,374.0,6.57849,1.39379,5.66797,2.4242,,,,,,,
44,David & Goliath,1997.0,Family Game,Reinhard Staupe,"Alexander Bradley, Oliver Freudenreich","Berliner Spielkarten, Pegasus Spiele, Playroom Entertainment, Wargames Club Publishing",3.0,6.0,3.0,6.0,4.0,4.0,8.0,,60.0,60.0,60.0,Card Game,Trick-taking,,,,"Animals: Mice, Religious: The Bible",,,3005.0,1655.0,6.46956,1.21188,5.9492,1.6222,,,,,,,
46,Medici,1995.0,Strategy Game,Reiner Knizia,"David Cherry, Vincent Dutrait, Dominique Ehrhard, Franz Vohwinkel","AMIGO, ABACUSSPIELE, Asmodee, Devil Dice Games, Grail Games, Lui-même, PaperGames (III), Rio Grande Games",2.0,6.0,4.0,6.0,5.0,6.0,10.0,10.035714285714286,60.0,60.0,60.0,Renaissance,"Auction/Bidding, Auction: Once Around, Income, Push Your Luck, Set Collection, Victory Points as a Resource",,,,"Cities: Florence (Tuscany, Italy), Components: Wooden pieces & boards, Country: Italy, Crowdfunding: Kickstarter, Misc: LongPack Games, Occupation: Merchant, Series: Knizia Florentine auction games",,,621.0,7898.0,7.16508,1.26251,6.82558,2.2521,1.0,,,,,,
47,Chinatown,1999.0,Strategy Game,Karsten Hartwig,"Mathieu Leyssenne, Franz Vohwinkel","alea, Ravensburger, (Unknown), Competo / Marektoy, Filosofia Éditions, Heidelberger Spieleverlag, Mandoo Games, Quined White Goblin Games, Siam Board Games, Z-Man Games",3.0,5.0,4.0,5.0,5.0,5.0,12.0,10.307692307692308,60.0,60.0,60.0,"City Building, Economic, Negotiation","Enclosure, Income, Investment, Negotiation, Set Collection, Tile Placement, Trading, Victory Points as a Resource",,,,"Cities: New York (New York, USA), Decades: The 1960's, Series: Alea Big Box, Series: Filosofia Reprints",,,353.0,10454.0,7.4085,1.3473,7.09188,2.2548,1.0833333333333337,,,,,,
48,Krieg und Frieden,1999.0,Strategy Game,Gerard Mulder,Franz Vohwinkel,"999 Games, La Tana dei Goblin, TM Spiele",2.0,4.0,2.0,4.0,2.0,4.0,12.0,,90.0,90.0,90.0,"Medieval, Political",Auction/Bidding,,,,,529,,6069.0,735.0,6.08459,1.28818,5.6606,2.4638,,,,,,,
49,Mamma Mia!,1998.0,Family Game,Uwe Rosenberg,Franz Vohwinkel,"ABACUSSPIELE, Brain Games, cutia.ro, DV Games, G3, HomoLudicus, Kaissa Chess & Games, Korea Boardgames Co., Ltd., Lifestyle Boardgames Ltd, Möbius Games, Oya, PS-Games, Red Glove, Rio Grande Games, Swan Panasia Co., Ltd., Vennerød Forlag AS",2.0,5.0,2.0,5.0,4.0,4.0,10.0,7.833333333333333,30.0,30.0,30.0,"Card Game, Memory","Hand Management, Memory",,,,"Food & Drink: Pizza, Game: Mamma Mia!, Theme: Food / Cooking",,13530,1831.0,6048.0,6.46953,1.26111,6.22135,1.3676,1.0,,,,,,
50,Lost Cities,1999.0,Family Game,Reiner Knizia,"Vincent Dutrait, Michaela Kienle, Anke Pohl, Thilo Rick, Claus Stephan, Franz Vohwinkel","KOSMOS, 999 Games, Albi, Competo / Marektoy, Devir, Filosofia Éditions, Galakta, Group SNE, IELLO, Kaissa Chess & Games, Korea Boardgames Co., Ltd., Land of Beautiful Mind (سرزمین ذهن زیبا), Laser plus, Lautapelit.fi, Midgaard Games, Piatnik, Playhouse Ltd, Rio Grande Games, Stupor Mundi, SuperHeated Neurons, Swan Panasia Co., Ltd., Tilsit, Zvezda, گیمِ پندو (Pendo Games)",2.0,2.0,2.0,2.0,2.0,2.0,10.0,8.083333333333334,30.0,30.0,30.0,"Card Game, Exploration","Hand Management, Push Your Luck, Score-and-Reset Game, Set Collection",,,,"Card Games: Draw and Discard, Digital Implementations: Board Game Arena, Digital Implementations: Triqqy, Game: Lost Cities, Players: Two Player Only Games, Series: Two-player games (Kosmos), Theme: Archaeology / Paleontology",,,327.0,43477.0,7.21816,1.26732,7.11743,1.4833,1.0,,,,,,
51,Ricochet Robots,1999.0,Abstract Game,Alex Randolph,Franz Vohwinkel,"Hans im Glück, ABACUSSPIELE, Devir, Gém Klub Kft., Happy Baobab, Korea Boardgames Co., Ltd., MS Edizioni, Oya, Playgo Hungary, Rio Grande Games, Swan Panasia Co., Ltd., Z-Man Games",1.0,99.0,1.0,12.0,3.0,6.0,10.0,9.694444444444445,30.0,30.0,30.0,"Abstract Strategy, Maze, Puzzle, Real-time","Grid Movement, Modular Board",,,,"Components: 16 x 16 Grids, Components: Sand Timers, Players: Games with Solitaire Rules, Theme: Robots",,191543,788.0,8773.0,7.02035,1.65494,6.71215,2.387,1.0,,,,,,
52,Mighty Empires,1990.0,War Game,"Rick Priestley, Nigel Stillman","Tony Ackland, Albrecht Altdorfer, Dave Andrews, Chris Baker, Paul Bonner, Colin Howard, Martin McKenna, Russ Nicholson, John Sibbick, Stephen Tappin, Kevin Walker",Games Workshop Ltd.,2.0,3.0,2.0,3.0,2.0,3.0,14.0,,300.0,300.0,300.0,"Fantasy, Territory Building, Wargame",Hexagon Grid,,,,Setting: Warhammer Fantasy Wargames,,,7579.0,521.0,6.17672,1.81719,5.60832,2.6087,,,,,,,
54,Tikal,1999.0,Strategy Game,"Michael Kiesling, Wolfgang Kramer","Mariusz Gandzel, Paul Mafayon, Christophe Swal, Franz Vohwinkel","Ravensburger, Super Meeple, ABACUSSPIELE, Conclave Editora, DV Games, Egmont Polska, Gém Klub Kft., Hobby Game Mall, Keep Exploring Games, Maldito Games, Rio Grande Games, Siam Board Games, YOKA Games, Zvezda",2.0,4.0,2.0,4.0,4.0,4.0,10.0,9.94186046511628,90.0,90.0,90.0,"Exploration, Territory Building","Action Points, Area Majority / Influence, Auction/Bidding, Grid Movement, Hexagon Grid, Layering, Map Addition, Modular Board, Set Collection, Tile Placement, Victory Points as a Resource",,,,"Country: Guatemala, Crowdfunding: Spieleschmiede, Promotional: Promo Board Games, Series: The Mask Trilogy (Kramer / Kiesling), Theme: Archaeology / Paleontology, Theme: Mayans, Theme: Native Americans / First Peoples, Theme: Tropical",,,306.0,19495.0,7.32801,1.19469,7.13641,2.7859,1.0,,,,,,
55,Sophie's World,1998.0,,"Ken Howard, Robert Hyde",Sarah Perkins,"KOSMOS, Orion, Pontaccio, Sophisticated Games",2.0,6.0,2.0,6.0,2.0,6.0,12.0,,60.0,90.0,75.0,"Novel-based, Trivia",Dice Rolling,,,,Admin: Better Description Needed!,,,23513.0,95.0,4.88526,1.81734,5.4662,1.5,,,,,,,
57,Schoko & Co.,1987.0,Strategy Game,"Yves Hirschfeld, Gilles Monnet",(Uncredited),Schmidt Spiele,2.0,4.0,2.0,4.0,2.0,4.0,13.0,,180.0,180.0,180.0,Economic,"Auction/Bidding, Commodity Speculation",,,,,,,5350.0,424.0,6.66194,1.32671,5.70243,2.9216,,,,,,,
58,Kings & Things,1986.0,Thematic,"Doug Kaufman, Robert J. Kuntz, Tom Wham","Ray-Mel Cornelius, Charles Elliot (I), Loring Eutemey, Martin Hoffmann, Richard A. Johnson, Doris Matthäus, Claus Stephan, David A. Trampier, Walter Velez, Tom Wham, Kevin Wilkins","Games Workshop Ltd., West End Games, Z-Man Games, Hobby Japan, Pegasus Spiele",2.0,4.0,2.0,4.0,4.0,4.0,12.0,,60.0,180.0,120.0,"Bluffing, Exploration, Fantasy, Humor, Territory Building, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Events, Hexagon Grid, Modular Board, Secret Unit Deployment",,,,"Admin: Better Description Needed!, Animals: Birds, Animals: Camels, Animals: Dinosaurs, Animals: Elephants, Animals: Insects, Animals: Penguins, Animals: Raccoons, Animals: Snakes, Animals: Spiders, Animals: Squirrels, Animals: Tigers, Animals: Wolves, Creatures: Dragons, Creatures: Goblins, Creatures: Monsters, Creatures: Vampires, Theme: Deserts, Theme: Hot Air Balloons",2252,,3037.0,1663.0,6.51728,1.46896,5.94452,2.6481,,,,,,,
59,Giganten,1999.0,Strategy Game,Wilko Manz,Franz Vohwinkel,KOSMOS,3.0,4.0,3.0,4.0,3.0,4.0,10.0,,90.0,90.0,90.0,"Economic, Exploration, Industry / Manufacturing","Auction/Bidding, Commodity Speculation",,,,"Admin: Better Description Needed!, Theme: Oil / Gas / Petroleum, Theme: Trucks",,,2652.0,1416.0,6.6981,1.23285,6.01186,2.5693,,,,,,,
60,Vinci,1999.0,Strategy Game,Philippe Keyaerts,Cyril Saint Blancat,Descartes Editeur,3.0,6.0,3.0,5.0,4.0,4.0,14.0,,120.0,120.0,120.0,"Ancient, Civilization, Territory Building","Area Majority / Influence, Area Movement, Increase Value of Unchosen Resources, Network and Route Building, Race, Static Capture, Take That, Variable Player Powers, Variable Set-up, Victory Points as a Resource",,,,Digital Implementations: Yucata,,,1061.0,4035.0,7.07439,1.34773,6.54919,2.7818,1.8333333333333333,,,,,,
